,0
114,694958.2168390794
115,24252.652007485565
116,1947189.784689173
117,505982.5656550401
118,405651.4581686015
119,659604.9506541209
120,388691.4633979028
121,426445.8843076319
122,1058786.9961844655
123,197027.4811276417
124,395011.06919632305
125,1061816.6486218562
126,943980.0048429145
127,459978.7402246364
128,2065127.8056391082
129,707708.7977440419
130,819384.2117077281
131,625850.6458162321
132,222802.07050413353
133,272270.9444111869
134,994874.5389738375
135,520651.6729757157
136,530341.011139724
137,417593.04627264244
138,932368.4330608136
139,201275.18980368658
140,385378.31637612986
141,916703.8009530463
142,633594.3016574834
143,93863.82591982186
144,378910.3571588446
145,2258325.285162334
146,562289.8245688046
147,-78085.33928993775
148,657061.8940532991
149,115283.84817209328
150,1204374.9248106075
151,528604.0427525516
152,701404.4817125412
153,1664298.946988666
154,213237.14716980117
155,469772.55086505716
156,611716.2461656749
157,558796.392531267
158,132052.85040545097
159,420064.224517173
160,1333777.5023198235
161,554404.6535229298
162,634441.781988126
163,288719.84585202497
164,1282872.553956828
165,245950.52218261716
166,111311.0282033413
167,644130.3516045283
168,196558.74358990783
169,480179.5778479354
170,61317.339155035676
171,980235.8857445574
172,388116.15217702393
173,455767.55328873557
174,146895.77260867273
175,931523.3927638658
176,696470.0212042367
177,109275.1662237668
178,163585.23816426593
179,284244.8812313159
180,-40198.165364638844
181,1230342.8815061403
182,540996.0936892683
183,388410.8645763709
184,297517.2563038438
185,734403.0130806944
186,569171.4367880956
187,609535.7990530253
188,421757.29281759344
189,578040.0309838334
190,166461.5859930741
191,206052.31905910815
192,94971.44880125741
193,321131.06017128716
194,381741.18478402635
195,419527.51858154
196,276855.8793380072
197,558864.8679238217
198,809458.6512778543
199,900105.1113072474
200,828160.9596712788
201,1271387.466233877
202,635170.4192968234
203,695600.1428446837
204,194938.3262862487
205,464410.4265437054
206,336095.4512566518
207,564573.7765311457
208,234616.6164192448
209,203018.74598148384
210,989735.1751819084
211,589562.8831360659
212,1286516.6619561464
213,251530.04415398644
214,136177.77082082076
215,690884.9345786499
216,366160.80036724324
217,375790.13661046815
218,165045.46644160856
219,146118.56686177565
220,978579.1015113714
221,569125.5378598393
222,786917.7486675406
223,532152.3253174761
224,258270.74037647818
225,288219.4590805587
226,114547.48146578157
227,216824.522825823
228,126948.64018545579
229,226707.71712532424
230,666297.6546991556
231,1069039.2166974377
232,825333.2436966404
233,131894.17176381394
234,1174873.8848243053
235,491363.28808801644
236,585610.4956422863
237,875792.9548707862
238,931675.9805905794
239,530331.57113003
240,478364.8768457172
241,435812.6651609095
242,690032.1432518727
243,564858.1604318845
244,865413.5463168187
245,262404.3876348709
246,531292.4466138417
247,392736.27145640156
248,876698.2176790178
249,976116.2289858978
250,888810.9902778632
251,508948.69515267573
252,897863.1367844642
253,1386257.5973387593
254,624740.3183363903
255,76468.47304337309
256,438246.6426948436
257,1054451.1588247442
258,493169.2791266821
259,631137.8361352365
260,651220.1701868509
261,303530.8560173189
262,827121.0345495696
263,797782.6006063198
264,451579.7872243993
265,357547.3115501987
266,719230.7760818359
267,616581.2430925387
268,542108.983222147
269,1754145.9725090694
270,753954.3416127431
271,515951.9225930753
272,762582.7404519101
273,571712.9775762137
274,770192.5851981316
275,271043.82695234986
276,1010729.6698807582
277,613715.4088178157
278,267021.1167910631
279,553942.5250648825
280,547133.6577951276
281,431223.5643580002
282,654666.253823097
283,257418.3000326624
284,203868.21324465296
285,389035.5223971746
286,414004.3853998927
287,393652.23179315345
288,1312161.2724240017
289,406110.0067105207
290,307740.7602019189
291,491393.86723853403
292,401567.8320448169
293,473992.6708988411
294,903141.0227195971
295,962784.4330282266
296,521238.9220202662
297,249472.30337093608
298,835534.693238868
299,794465.1497279614
300,38116.58249381132
301,207230.65122890187
302,950138.6991077376
303,1237395.8166267443
304,619633.019647052
305,830754.0388729203
306,270600.732472704
307,878400.0126235589
308,347340.6405764427
309,552368.5638606936
310,-51040.0328319961
311,297701.14867494616
312,130394.2416253803
313,349765.8156224891
314,246912.95802068454
315,505942.61055676604
316,607299.1208623087
317,202919.35329931072
318,745811.7252918837
319,1944122.21326125
320,463587.1726151091
321,434284.331328486
322,64626.76488294167
323,429690.2523296159
324,885986.5949761056
325,861072.4681177387
326,755602.8718911804
327,514126.4031962085
328,1351053.5220181602
329,68772.4622434618
330,317563.50878583477
331,174481.95906308934
332,568241.655565001
333,597815.9501359382
334,449763.11830532725
335,279591.4756006536
336,-61958.507324431615
337,746748.7410657333
338,548797.0448803772
339,354471.9568277979
340,381985.67609734694
341,619332.3715454272
342,858103.8090068846
343,700927.432418459
344,269856.4015937559
345,166523.57979071332
346,67098.42350748443
347,727332.9182677671
348,405666.0550106206
349,290206.19431453606
350,427809.6738346021
351,389133.4262268741
352,1072276.4042874938
353,342843.614235
354,211103.81681683857
355,562714.0269862412
356,304890.8418809195
357,639049.6933747495
358,-334757.323549886
359,565151.3651012129
360,1348267.0848302161
361,88136.86552341213
362,-32957.32487009454
363,119636.4892026019
364,348807.14717509353
365,444192.0038584296
366,254935.03052025958
367,304335.4571327064
368,57599.77341560385
369,881114.443772429
370,1266553.5026422828
371,849288.4148333234
372,475703.9231931467
373,482219.17915765336
374,1394523.3501046048
375,134780.8391173932
376,287752.25571287546
377,902848.2531436604
378,746728.7683624172
379,355320.0103888939
380,753289.613115645
381,695117.8107223075
382,356108.8136539336
383,680816.6282105236
384,661805.4988283096
385,1148738.185637469
386,358742.9624091942
387,837860.5986118732
388,521739.2196703644
389,492412.1196806518
390,183545.739763467
391,960112.3400234882
392,149028.4954429209
393,447054.1432378328
394,-196960.18073492547
395,403724.755512045
396,20582.286597414786
397,934029.7041715785
398,617277.977485515
399,657487.6592091842
400,111186.92136151786
401,1326843.98709844
402,712522.5962446907
403,68933.16408289684
404,512628.75206163514
405,1574415.5398018355
406,1059242.6985570937
407,-36641.702656717534
408,249951.26679854415
409,962431.3793814756
410,702340.8436053094
411,91306.16863133374
412,241561.9697429982
413,103651.8083776185
414,561182.8702813785
415,470306.23282758717
416,440082.2140656834
417,136308.2856747909
418,474176.669580013
419,540631.7694397289
420,268840.4189499441
421,100865.30177559756
422,234126.96124590893
423,527367.2953789439
424,190034.21532928472
425,748232.09867488
426,337898.4793229189
427,547305.1084091858
428,798606.1642892833
429,113468.1120305623
430,387934.5488363784
431,595601.6081301296
432,836712.9580912114
433,178519.72690023243
434,458725.016311966
435,856407.6093743398
436,72594.14977076981
437,579234.8472807904
438,1423298.8159476677
439,487440.28452538676
440,539652.30558422
441,537329.1033871504
442,778368.8236436408
443,470500.68589568743
444,1412505.758442278
445,665093.640857553
446,368168.6809630967
447,424579.9282018277
448,1378365.4976851717
449,586943.155308554
450,316374.33345393476
451,538654.3207667145
452,92084.15034558845
453,519618.598798382
454,539260.3418256474
455,696648.0949075647
456,195451.4005265197
457,163424.15159600106
458,181498.25511187804
459,636342.3180469794
460,258687.6216695566
461,472910.07409652136
462,296915.87376259326
463,254323.92605696002
464,144172.9712457693
465,499658.0498162798
466,364551.0043879504
467,568761.5260777429
468,172150.87549570086
469,445938.626214526
470,282501.3414372666
471,362391.4279364345
472,327697.57688072976
473,365931.71852458396
474,215241.35985883442
475,475636.51777652465
476,492381.30506374675
477,213791.38778813847
478,298861.3035996879
479,391658.6740700563
480,284273.88417617674
481,425074.71885005943
482,475789.3770068942
483,417252.9966919584
484,285980.4577694411
485,395133.0650491527
486,566424.5581316762
487,456388.8823872418
488,298586.69091638946
489,361652.80333001085
490,1141513.5271887886
491,513712.1204366734
492,87509.96659666544
493,502026.594428319
494,91351.35592673853
495,979428.4773616294
496,449618.2721756814
497,987039.0300221465
498,344642.32226213405
499,601590.0318806419
500,818690.832132605
501,777389.1543533375
502,773700.1442664112
503,195966.23751953768
504,675559.6288304495
505,551063.0827208533
506,605401.6016389894
507,433750.28748093196
508,1117449.9222017205
509,333544.2435214425
510,863996.6615348145
511,1074552.1488218936
512,743265.9697794077
513,318848.1828291381
514,1276412.9717728826
515,655346.2466661736
516,511668.80729707144
517,494786.444893186
518,433418.0688310608
519,489935.064050736
520,206967.7797523755
521,44059.5117853079
522,1319564.0862848219
523,979874.3083689852
524,712081.6649632759
525,330875.87025780557
526,665711.7120025345
527,439529.9254883169
528,641657.5693083759
529,316135.9553066045
530,274711.2766549602
531,191663.55676505232
532,441180.66978657583
533,1033570.3956014869
534,736655.8803563855
535,751003.4465837482
536,271377.31930581597
537,834011.8537767603
538,1136384.9229065292
539,379957.74481197866
540,121977.61541772698
541,906517.540756175
542,1108806.5852522883
543,152759.66325377743
544,1130451.4701901353
545,546272.328035133
546,148871.6692668671
547,478549.55092512676
548,405419.49062284105
549,225760.2537551403
550,1144924.456161715
551,460316.6978377721
552,423723.1051626777
553,219006.17250405852
554,481000.0243582149
555,221233.32409171236
556,810023.6796624715
557,433788.40537670045
558,278758.044898991
559,349428.3001405392
560,277929.35054122785
561,200151.3305026947
562,1510281.3136038296
563,359933.6472502077
564,211465.30486496276
565,805740.1515800877
566,185169.25892982108
567,695271.0400582515
568,247799.10566851805
569,593988.7794066322
570,445119.36252884567
571,227137.1224002933
572,354044.07501060294
573,640749.8267979766
574,751580.6440444974
575,-80318.09276400972
576,1181311.9076695233
577,461818.6075267246
578,634575.2412229809
579,155490.29052469647
580,452445.02407708636
581,608189.0751354477
582,254746.75884674327
583,784036.4431688213
584,682528.193214473
585,158830.37153722544
586,271655.2200267805
587,331026.5697951155
588,378350.06864485785
589,532171.5475832473
590,536650.226591548
591,-185775.9912564495
592,500503.5891541061
593,-21687.179793601274
594,705714.2078935569
595,186295.18827794463
596,772023.3370665822
597,429198.96944124566
598,316028.73382990167
599,386680.3189077587
600,662688.6211843623
601,535111.3557426713
602,462699.515587323
603,679517.9897324785
604,657558.7118527857
605,114557.10950325488
606,687110.150742913
607,542197.0554037337
608,683444.4671914901
609,917774.2148354711
610,518403.8190123555
611,167635.68463741598
612,599722.7832832832
613,1564410.7099918532
614,115015.91916711238
615,775125.4055786347
616,783424.9008510354
617,325933.48180350545
618,394808.91469661205
619,835482.2657321057
620,718606.3404193383
621,470539.2132350361
622,352198.5994272372
623,593530.9552769434
624,390454.22451858735
625,394254.17002641177
626,134154.1043965582
627,367787.54753275146
628,343189.2070367733
629,696732.560550894
630,342588.9986525349
631,828009.897699834
632,233329.94456538645
633,669505.7617612308
634,412963.578128485
635,445633.5743587136
636,572024.864055572
637,230854.41519493284
638,96747.85064328916
639,425997.1105635195
640,119497.61549466546
641,438918.0517163782
642,653488.5994276751
643,1057984.531611953
644,-181019.1931216086
645,394415.84585104394
646,409682.0602127946
647,472158.774486445
648,402984.1457616928
649,254152.11505716987
650,1315897.0119537888
651,358101.5327208196
652,1438914.6929128473
653,260740.86476017925
654,615159.0805342892
655,454287.80299307057
656,218516.3837980695
657,317049.7794982102
658,925368.4862453243
659,572113.8283800262
660,616539.7340140837
661,1053479.3644035235
662,334051.50706295006
663,498591.48360781267
664,520535.39180941216
665,1496383.5883226497
666,366670.32761224697
667,362508.1320612312
668,552264.4720758995
669,548675.4334919333
670,537516.060961711
671,373440.0868142118
672,1677528.1022557816
673,267811.34336808254
674,370531.6137680529
675,520274.3369561441
676,948223.382664607
677,732784.7370163819
678,315799.2016714829
679,783447.9134502155
680,264862.70281339774
681,255534.96951389516
682,434055.9422627094
683,878966.3045876705
684,480533.28107499867
685,276789.66995103576
686,662394.6235863023
687,762354.0630439448
688,790702.7090030593
689,913254.6870779154
690,520762.8045976219
691,911875.6506778226
692,449555.57416330813
693,802030.3937933736
694,392387.49437432317
695,934175.9238929533
696,278544.7356098438
697,198696.56262083742
698,336342.98154916975
699,741540.7828554957
700,490269.96844715416
701,468487.6923413818
702,644807.7794069244
703,600592.0122222523
704,589656.414408797
705,404141.8569110313
706,393543.86063803895
707,519146.08117622184
708,283277.0837577079
709,152647.72725437564
710,358431.4821358351
711,-113380.59264268812
712,355423.02830624115
713,650285.2275811963
714,302439.5859114246
715,476700.32466012903
716,301927.8299632523
717,1362804.8556238734
718,344956.74209713924
719,547751.3645526889
720,99841.10983633413
721,479339.9978331425
722,71876.14654926647
723,502628.8241319957
724,624834.968440223
725,488597.7902170727
726,338755.06991305493
727,550936.8812918675
728,341553.1225908296
729,426920.8008029809
730,444256.81127185025
731,1257039.130177151
732,136895.6155347139
733,459781.0343918761
734,518119.88590050745
735,835473.4839577255
736,1604402.3216613336
737,1203157.9983865456
738,243579.48121464008
739,300593.7950506945
740,550655.8756975249
741,696308.6128578295
742,939917.0658922157
743,272316.80587942706
744,475785.7334144721
745,179786.56512511248
746,758112.7890827428
747,712442.0133754858
748,106048.81085240026
749,278417.54334079387
750,680127.9615395974
751,433726.2298904485
752,928619.3808699701
753,298446.04218442086
754,1104113.587094849
755,335903.5607308857
756,100274.41883953492
757,474743.54807920975
758,407924.2090660562
759,325309.3696685975
760,393290.28013451095
761,622128.2715584147
762,859811.0888725232
763,823985.4694028947
764,300286.376285451
765,-5672.9773128744855
766,466238.88659789367
767,294431.51644432405
768,475003.8449548732
769,471478.53192360944
770,660930.0150901878
771,1030805.6162817761
772,1258671.264158566
773,383904.40111490805
774,613834.3447522646
775,870842.5747288173
776,642083.7958038587
777,645879.7792174213
778,661408.3519485054
779,664285.2215997283
780,132789.2619299739
781,965966.1479401818
782,746993.9108458767
783,798770.970061139
784,277145.79766181763
785,486327.37864131515
786,305649.1771267287
787,120532.64948538324
788,497339.52145800996
789,939234.5418084088
790,3185.6193894047465
791,431057.95693182026
792,657933.03753714
793,249586.7881108243
794,896398.3467538193
795,342489.3560633485
796,603398.1468511088
797,450495.8914650349
798,713507.7394006894
799,211678.60084433947
800,1768171.4853259604
801,474852.4070348999
802,1515702.5657756291
803,385780.7095906001
804,502044.0062630364
805,377108.31304183556
806,798158.3316721496
807,767107.2692630612
808,227078.9610438025
809,170529.09545093105
810,675670.2490071903
811,234232.2283558906
812,454507.7211030278
813,346626.4537529972
814,957746.7500702298
815,394345.88427000074
816,388296.0842072407
817,962220.786535706
818,29916.1279710714
819,1142746.018776061
820,925040.1499158466
821,747432.4052375832
822,1526517.423076585
823,5489.985827049561
824,890101.0869434889
825,1018771.6542286469
826,584312.4687987174
827,285303.31805023283
828,431033.9651858505
829,9622.561195170128
830,572272.2755902451
831,972760.489426036
832,133231.62257741886
833,571985.3778824582
834,319967.42190542805
835,711751.4109419829
836,366569.2913555355
837,645308.3588327499
838,231659.50042309245
839,1074297.4379094406
840,346360.92305287777
841,250627.1087158068
842,715096.9775424317
843,430527.86482055497
844,1121990.2895463407
845,255471.19992808823
846,137302.75753102015
847,571157.8865499991
848,649079.0667512483
849,2772228.590637216
850,457814.46127263596
851,96377.54033245659
852,419214.7705691528
853,674283.0662115638
854,397678.1192709638
855,120127.37562366453
856,383800.26094684144
857,1070095.6511849887
858,512462.2643561481
859,446729.09571457584
860,939268.8683466126
861,331758.98935784015
862,296604.0081418201
863,121429.23392724362
864,1331967.3144854205
865,661371.5569817517
866,575151.407312503
867,249218.10166920716
868,71574.07273117005
869,546302.1552481891
870,326570.2037567034
871,196695.49934427842
872,636454.661445927
873,746931.6547312976
874,542377.2237617753
875,732001.2795845307
876,101475.88806094072
877,556997.3781858891
878,553736.7989212825
879,385340.9969116588
880,459064.74154944136
881,-30972.492421592528
882,814984.6287336872
883,302969.541639943
884,257124.34790736175
885,183670.0908676237
886,1244138.562720884
887,586520.906197085
888,397201.46097829996
889,312947.5368329596
890,510436.31743158307
891,366350.35355423146
892,569531.3668112138
893,674062.3001106855
894,559496.3796062653
895,493177.6353116187
896,414876.5721949331
897,-95302.35968438533
898,764170.8095496042
899,259755.4917713084
900,347515.1750567361
901,702047.189268931
902,349265.09320096695
903,182846.46955402388
904,901176.7513766653
905,112134.20007952378
906,729879.3158842799
907,193365.81781630375
908,586027.232116187
909,732102.7187379485
910,285173.8289047274
911,377037.806400717
912,870753.4542226348
913,528744.8064212025
914,381658.6453816856
915,437418.1968227
916,363815.89032471913
917,153938.34266045177
918,308571.37879588304
919,217384.3782961549
920,612924.8408760243
921,832741.4308497525
922,863887.4808982302
923,255005.8397826007
924,442289.54295644443
925,270412.7877441361
926,328760.0530877849
927,979573.46547851
928,367682.6700496726
929,595255.4387253411
930,314605.70418560517
931,518260.2490947987
932,405183.76563407294
933,164593.0776177718
934,466150.2712789152
935,180170.7219453781
936,642326.9541941633
937,271245.09275936306
938,655805.2414860477
939,390226.7435030624
940,531435.5269975628
941,669865.2523409466
942,586335.9534359435
943,763511.837910356
944,586156.9395774076
945,1188598.3754591686
946,497366.4060862004
947,706112.462225407
948,699371.872093974
949,357454.09192958917
950,1448808.136518458
951,446276.22331888415
952,524856.7531837632
953,717131.7598986306
954,1128751.4269227623
955,176715.18129446916
956,780803.2510120393
957,184685.4644440051
958,526421.3756249588
959,691587.6314014231
960,294777.3398598472
961,863616.4927407346
962,496367.2242683688
963,299291.0389066207
964,1328226.2004558784
965,218417.44627009658
966,1574221.128943561
967,336556.5625374117
968,653966.3240151582
969,472324.65859108523
970,201379.19193929574
971,415601.47528560273
972,205182.91227680276
973,395198.8790685374
974,134145.78390190454
975,1224483.923473517
976,616174.6634950755
977,-85074.01211385359
978,341368.2979059991
979,282150.3690591927
980,1220753.8422819073
981,269092.1084948089
982,510071.1845686588
983,410706.84914201056
984,834525.1852496996
985,63007.20848477108
986,486021.9721400272
987,615167.3349386454
988,237244.80550787528
989,290551.7482811911
990,666213.8465597576
991,862770.9012850645
992,205212.60130907898
993,615889.6917399418
994,738796.3400958291
995,519436.5117956372
996,358283.2990714521
997,1602207.1046920451
998,837197.6012162586
999,820240.3782629784
1000,218523.6709268124
1001,538249.5544043155
1002,398982.54287217546
1003,641048.7386511345
1004,1107297.8705036114
1005,136204.67922911246
1006,690393.6829845139
1007,804829.0832803885
1008,449801.1606256028
1009,323964.25748673175
1010,1447174.524148101
1011,724761.2281763265
1012,-27582.86290531041
1013,219860.8061192606
1014,1053469.9480493478
1015,732567.1792595243
1016,611145.2816668005
1017,578953.065316857
1018,1345193.2472072816
1019,315906.8873260614
1020,546863.4267764186
1021,556435.1900727244
1022,68503.74197497556
1023,509588.29851489514
1024,511057.853141629
1025,504455.48970152345
1026,556557.2190518691
1027,664110.1856716516
1028,372414.14597943996
1029,509342.77300169994
1030,489977.77503581566
1031,-200340.5019789897
1032,447181.8458869853
1033,88613.46075563825
1034,432205.8877379494
1035,810980.7693340954
1036,700056.9632879223
1037,405835.007917664
1038,305191.4181428404
1039,365279.92560319114
1040,308559.00854220544
1041,651008.1632775519
1042,1193645.6474497453
1043,814386.9143380035
1044,1142460.5953103784
1045,1117910.6296900967
1046,589062.6855780027
1047,488521.64998068963
1048,144814.94032393896
1049,1483687.3999975082
1050,162129.82237460447
1051,631181.9452971832
1052,411150.2495814132
1053,769879.6318884743
1054,628336.5911200591
1055,1119480.371757932
1056,1470007.1863707588
1057,764808.0803474042
1058,343409.82692193496
1059,260817.8106015976
1060,605036.223146713
1061,1050133.9359758906
1062,741320.3697040158
1063,776711.5142608754
1064,207120.4154332971
1065,859121.8324825055
1066,792162.2174702822
1067,833603.4529281188
1068,1790928.2986326814
1069,641323.734433502
1070,333550.0656782987
1071,493158.661933461
1072,347659.55556454347
1073,165620.87659367494
1074,359724.6943787474
1075,651504.2226451227
1076,4598.648224326898
1077,550456.2234355106
1078,355635.44808084343
1079,453732.02352720173
1080,378021.84848080645
1081,833557.5025544068
1082,152280.26011195796
1083,14905.32618603771
1084,421299.46284807345
1085,251586.6019326701
1086,506092.7172406444
1087,1560945.2364913188
1088,896717.5274015703
1089,1070982.7425885447
1090,586937.6440119651
1091,347929.8666577063
1092,16309.78716085275
1093,621842.7558425451
1094,585820.9632586112
1095,664731.1193444652
1096,384247.4990386419
1097,624399.2503517701
1098,334100.1863191882
1099,258039.20707847545
1100,427788.8519461941
1101,502124.03942015395
1102,643096.4778566522
1103,303640.01610226335
1104,480708.4847450901
1105,542298.4120554005
1106,102803.23115500674
1107,454855.5539237454
1108,105143.19264149677
1109,503114.2854081413
1110,1110821.71090753
1111,567218.0181604894
1112,369889.5642714987
1113,755492.9664392674
1114,324938.8632026948
1115,209233.88270155468
1116,75827.84761289938
1117,1220287.2366165984
1118,218902.0678312063
1119,435507.21791553684
1120,232809.76823018648
1121,1153154.1526069865
1122,537482.3385784011
1123,654473.9385974176
1124,523013.955235836
1125,414378.44407377986
1126,408566.684531639
1127,453992.7916729278
1128,200935.06091075682
1129,459497.6202450242
1130,545974.5865656056
1131,1069306.9630536712
1132,365232.4850549671
1133,600182.5367886695
1134,494684.9984036451
1135,618079.4830414876
1136,588338.5162160521
1137,1350675.5283511416
1138,712034.0115713015
1139,903573.3686929542
1140,376899.72870881413
1141,-27062.418344679143
1142,306376.1679112492
1143,411025.46547957545
1144,1150914.221525276
1145,842743.8339799329
1146,663401.4018435221
1147,279471.55827299214
1148,477447.27721162327
1149,396997.1967786441
1150,539704.4935373719
1151,1060946.399902456
1152,1702377.2623792957
1153,185724.8033697537
1154,490013.0887195107
1155,267683.18613584316
1156,641271.4938697871
1157,626319.7044845317
1158,911633.3322317203
1159,446355.26013107155
1160,527669.7767981844
1161,625954.5711143294
1162,475513.1023856028
1163,302542.29786090716
1164,876159.3133739756
1165,898416.790422297
1166,1170689.0030809115
1167,326520.86983448814
1168,430444.67296792846
1169,1146367.3395170062
1170,221045.01778531517
1171,414893.1709843944
1172,102931.44151618215
1173,583030.577511913
1174,718714.0392026564
1175,292693.4676802129
1176,1758636.6871595415
1177,427894.6086466033
1178,690388.6002329247
1179,439554.4901317337
1180,490656.7894066861
1181,662393.687761717
1182,293508.9945121225
1183,1203984.2430872736
1184,500819.416141612
1185,699599.656261204
1186,553401.7324059915
1187,459612.87937837257
1188,560380.8866194373
1189,709526.1080005992
1190,367947.29892982997
1191,203234.91399168095
1192,785758.941081235
1193,515223.46302034927
1194,541161.2313136843
1195,693862.1555360898
1196,128336.04538483801
1197,533731.560136527
1198,628419.5578922732
1199,852061.5715533801
1200,323209.34756709775
1201,584489.3613487064
1202,204830.609531519
1203,1244964.5474142488
1204,1105808.6497032638
1205,359086.25971928367
1206,737805.8544475129
1207,1143954.71111371
1208,345270.09730448166
1209,238802.6190729023
1210,598573.8794689799
1211,448809.7062234413
1212,144567.9043008983
1213,91711.93649302004
1214,1257589.1589419246
1215,369788.24279331404
1216,766866.6780037265
1217,686989.916688299
1218,1106823.0881421608
1219,236507.3829216587
1220,812448.5603549508
1221,948768.1046234438
1222,400873.013560778
1223,342792.2578087228
1224,355359.4209680656
1225,257310.4326577824
1226,374650.46980833693
1227,192579.10451529582
1228,129995.21932978061
1229,1152023.7610873203
1230,491470.57610363443
1231,817710.4382436111
1232,954751.6914440248
1233,933309.0914673152
1234,433812.102714504
1235,796432.9252658342
1236,231021.3239254229
1237,460772.1671293478
1238,806644.1973599353
1239,252024.27332577115
1240,351032.5637452026
1241,328724.0266552076
1242,708723.7208348886
1243,550533.637553178
1244,1034244.9521929444
1245,95231.22020045877
1246,733161.2617706964
1247,742826.5321580361
1248,369971.80358372896
1249,483872.5292948836
1250,618918.0200489684
1251,567666.895843605
1252,571844.9359579287
1253,317003.1775668344
1254,1333313.2265981766
1255,284614.12089105207
1256,819242.171643244
1257,342000.02599205764
1258,595493.4422968912
1259,365708.3281399469
1260,1220188.0066983472
1261,806949.8307079338
1262,788702.9538827096
1263,574482.1882553782
1264,719264.2625095629
1265,1157259.638124703
1266,974687.7396660893
1267,908861.9191090708
1268,692538.4149426064
1269,98163.12124386913
1270,178036.23462560336
1271,282296.8305869743
1272,935247.3473610865
1273,396803.3106380211
1274,1217359.8721448765
1275,518823.0578382717
1276,1069283.402349031
1277,352257.68148717633
1278,106335.98073257599
1279,685895.9963350708
1280,46174.06071985711
1281,270217.3077913619
1282,1784784.824320842
1283,607616.3799287368
1284,749930.5256617428
1285,317973.3300237495
1286,600976.5337635913
1287,594205.3560402256
1288,423223.74820843316
1289,690068.5532987048
1290,289920.58423855365
1291,563555.4425518287
1292,301067.3208447925
1293,542960.6789629719
1294,875562.3175412499
1295,537032.1716112334
1296,602796.4548945215
1297,171667.5881417155
1298,-160757.65681354154
1299,831862.6410440678
1300,637687.5684777325
1301,332369.7002656736
1302,263104.68272377463
1303,158611.1662246395
1304,1351542.6349551324
1305,435601.146914777
1306,822246.7528343074
1307,523509.6923745696
1308,44980.04577074491
1309,110393.58536609629
1310,487030.00438680314
1311,455858.6693977467
1312,324861.7119167774
1313,566070.704522498
1314,586978.6902935294
1315,346783.70052701514
1316,545244.2896277271
1317,272806.2103545178
1318,526303.881253373
1319,326855.24353936233
1320,490053.1578013728
1321,236708.3714960831
1322,744571.9755647442
1323,476437.81914291414
1324,905308.8532537814
1325,370089.2727919766
1326,511939.010741313
1327,589065.59961233
1328,458475.07135427115
1329,361753.2723533674
1330,869043.1899641874
1331,459779.003816123
1332,1107370.6209931555
1333,376274.8588374922
1334,340905.0910684075
1335,-134768.99105234066
1336,629785.9783570708
1337,691103.4611599937
1338,148497.66937491822
1339,735604.4945603648
1340,270574.4704060581
1341,199448.0285442649
1342,755960.5255588212
1343,101887.94487859216
1344,660554.5641384657
1345,150961.2838941482
1346,518381.16222304734
1347,314940.34841301665
1348,118654.42332471535
1349,1609262.0807877192
1350,249151.07434981992
1351,304632.67304794095
1352,823043.5651570162
1353,378356.671288074
1354,444416.5055403772
1355,609662.4074439195
1356,1136427.3378012427
1357,461834.41393259086
1358,1290694.929522804
1359,361823.24110045517
1360,266755.85230683605
