446,0
447,3
448,3
449,3
450,4
451,1
452,1
453,5
454,0
455,3
456,5
457,3
458,5
459,0
460,1
461,2
462,0
463,1
464,0
465,3
466,5
467,5
468,1
469,4
470,3
471,1
472,3
473,3
474,3
475,5
476,4
477,1
478,1
479,3
480,2
481,3
482,1
483,3
484,4
485,5
486,1
487,3
488,5
489,5
490,3
491,1
492,0
493,4
494,2
495,1
496,2
497,3
498,1
499,0
500,2
501,2
502,1
503,2
504,4
505,4
506,5
507,4
508,3
509,1
510,5
511,3
512,5
513,3
514,3
515,3
516,0
517,4
518,4
519,3
520,3
521,3
522,0
523,0
524,4
525,3
526,5
527,5
528,1
529,1
530,2
531,3
532,3
533,1
534,5
535,3
536,4
537,0
538,2
539,4
540,5
541,0
542,5
543,2
544,1
545,1
546,5
547,5
548,1
549,0
550,3
551,4
552,0
553,1
554,5
555,3
556,1
557,2
558,1
559,5
560,5
561,4
562,4
563,2
564,3
565,4
566,5
567,2
568,5
569,4
570,3
571,5
572,4
573,1
574,3
575,5
576,0
577,3
578,3
579,3
580,4
581,3
582,3
583,3
584,5
585,0
586,3
587,3
588,0
589,3
590,3
591,5
592,4
593,0
594,2
595,3
596,3
597,0
598,0
599,3
600,2
601,3
602,2
603,5
604,5
605,3
606,5
607,5
608,4
609,1
610,5
611,0
612,1
613,5
614,3
615,1
616,2
617,3
618,5
619,3
620,3
621,1
622,3
623,3
624,5
625,2
626,5
627,5
628,3
629,5
630,3
631,2
632,1
633,5
634,4
635,2
636,5
637,2
638,3
639,4
640,4
641,5
642,3
643,5
644,5
645,3
646,5
647,0
648,5
649,5
650,5
651,3
652,5
653,2
654,1
655,5
656,4
657,5
658,3
659,5
660,4
661,3
662,5
663,1
664,4
665,3
666,3
667,5
668,4
669,1
670,3
671,4
672,3
673,1
674,2
675,3
676,1
677,5
678,2
679,3
680,5
681,3
682,3
683,0
684,5
685,5
686,5
687,5
688,1
689,5
690,2
691,4
692,0
693,5
694,3
695,2
696,3
697,5
698,5
699,1
700,3
701,5
702,3
703,1
704,4
705,3
706,4
707,5
708,3
709,1
710,0
711,3
712,4
713,2
714,4
715,5
716,3
717,4
718,1
719,3
720,1
721,3
722,5
723,2
724,2
725,4
726,4
727,1
728,5
729,0
730,3
731,3
732,4
733,5
734,4
735,3
736,4
737,3
738,4
739,0
740,1
741,5
742,4
743,3
744,1
745,1
746,4
747,5
748,1
749,1
750,3
751,4
752,0
753,5
754,0
755,1
756,3
757,1
758,4
759,1
760,1
761,1
762,3
763,1
764,4
765,5
766,3
767,0
768,5
769,5
770,3
771,3
772,3
773,4
774,3
775,2
776,3
777,5
778,2
779,0
780,5
781,3
782,1
783,1
784,3
785,1
786,1
787,5
788,3
789,0
790,3
791,3
792,4
793,1
794,0
795,5
796,0
797,1
798,2
799,3
800,5
801,1
802,4
803,3
804,3
805,5
806,2
807,3
808,4
809,4
810,1
811,0
812,4
813,5
814,5
815,5
816,5
817,1
818,2
819,3
820,3
821,2
822,3
823,4
824,5
825,3
826,4
827,1
828,1
829,5
830,3
831,3
832,2
833,4
834,3
835,0
836,3
837,3
838,0
839,3
840,0
841,1
842,1
843,3
844,1
845,5
846,1
847,0
848,5
849,0
850,4
851,3
852,1
853,4
854,0
855,4
856,0
857,5
858,4
859,3
860,3
861,5
862,3
863,5
864,4
865,4
866,1
867,5
868,1
869,5
870,3
871,3
872,5
873,3
874,1
875,3
876,3
877,1
878,3
879,5
880,4
881,5
882,1
883,2
884,4
885,2
886,0
887,1
888,1
889,3
890,5
891,3
892,5
893,3
894,4
895,3
896,4
897,4
898,1
899,4
900,3
901,1
902,3
903,4
904,4
905,2
906,5
907,1
908,4
909,4
910,4
911,1
912,1
913,2
914,4
915,1
916,4
917,3
918,0
919,0
920,3
921,3
922,1
923,1
924,4
925,5
926,4
927,4
928,2
929,5
930,4
931,0
932,1
933,0
934,1
935,3
936,5
937,0
938,4
939,2
940,4
941,4
942,0
943,1
944,2
945,2
946,5
947,2
948,5
949,3
950,1
951,0
952,1
953,4
954,3
955,3
956,3
957,2
958,4
959,4
960,0
961,3
962,1
963,1
964,5
965,4
966,3
967,2
968,5
969,4
970,4
971,4
972,0
973,5
974,1
975,3
976,1
977,3
978,4
979,1
980,3
981,5
982,3
983,3
984,0
985,5
986,5
987,5
988,0
989,5
990,4
991,3
992,1
993,3
994,4
995,4
996,5
997,1
998,3
999,1
1000,4
1001,0
1002,5
1003,4
1004,4
1005,3
1006,0
1007,3
1008,2
1009,3
1010,1
1011,0
1012,1
1013,4
1014,3
1015,4
1016,1
1017,3
1018,1
1019,5
1020,3
1021,1
1022,3
1023,1
1024,0
1025,0
1026,3
1027,1
1028,3
1029,3
1030,1
1031,5
1032,5
1033,3
1034,3
1035,5
1036,3
1037,3
1038,0
1039,3
1040,5
1041,5
1042,4
1043,5
1044,3
1045,1
1046,2
1047,1
1048,5
1049,3
1050,5
1051,3
1052,2
1053,5
1054,5
1055,3
1056,3
1057,3
1058,0
1059,4
1060,5
1061,4
1062,5
1063,1
1064,1
1065,3
1066,3
1067,0
1068,2
1069,3
1070,4
1071,5
1072,5
1073,4
1074,0
1075,2
1076,1
1077,5
1078,4
1079,2
1080,5
1081,4
1082,5
1083,5
1084,5
1085,5
1086,0
1087,3
1088,3
1089,3
1090,4
1091,2
1092,3
1093,0
1094,5
1095,2
1096,0
1097,3
1098,4
1099,1
1100,5
1101,1
1102,1
1103,1
1104,3
1105,3
1106,4
1107,4
1108,2
1109,3
1110,1
1111,4
1112,5
1113,3
1114,1
1115,1
1116,3
1117,1
1118,5
1119,3
1120,5
1121,5
1122,5
1123,1
1124,3
1125,5
1126,3
1127,0
1128,2
1129,1
1130,5
1131,0
1132,3
1133,5
1134,4
1135,4
1136,1
1137,4
1138,5
1139,3
1140,5
1141,3
1142,1
1143,4
1144,2
1145,1
1146,2
1147,1
1148,1
1149,3
1150,5
1151,1
1152,5
1153,5
1154,1
1155,1
1156,0
1157,3
1158,4
1159,4
1160,1
1161,4
1162,5
1163,2
1164,3
1165,5
1166,1
1167,5
1168,3
1169,3
1170,2
1171,1
1172,3
1173,5
1174,3
1175,1
1176,5
1177,3
1178,5
1179,1
1180,3
1181,3
1182,0
1183,3
1184,0
1185,2
1186,0
1187,1
1188,2
1189,0
1190,1
1191,0
1192,3
1193,3
1194,1
1195,1
1196,1
1197,5
1198,1
1199,5
1200,4
1201,1
1202,1
1203,4
1204,5
1205,5
1206,3
1207,3
1208,5
1209,4
1210,5
1211,1
1212,4
1213,3
1214,5
1215,5
1216,3
1217,4
1218,1
1219,5
1220,5
1221,3
1222,0
1223,3
1224,1
1225,5
1226,3
1227,3
1228,1
1229,3
1230,4
1231,5
1232,1
1233,2
1234,4
1235,5
1236,3
1237,5
1238,5
1239,3
1240,5
1241,3
1242,1
1243,3
1244,3
1245,1
1246,2
1247,3
1248,3
1249,4
1250,4
1251,4
1252,3
1253,4
1254,1
1255,5
1256,0
1257,0
1258,0
1259,0
1260,1
1261,1
1262,1
1263,3
1264,5
1265,5
1266,5
1267,4
1268,1
1269,5
1270,1
1271,3
1272,4
1273,3
1274,4
1275,4
1276,1
1277,3
1278,1
1279,2
1280,5
1281,1
1282,1
1283,3
1284,1
1285,1
1286,5
1287,3
1288,2
1289,3
1290,4
1291,5
1292,3
1293,3
1294,3
1295,2
1296,5
1297,4
1298,5
1299,4
1300,3
1301,4
1302,3
1303,3
1304,1
1305,0
1306,3
1307,5
1308,3
1309,1
1310,3
1311,5
1312,1
1313,0
1314,3
1315,0
1316,3
1317,3
1318,0
1319,3
1320,3
1321,4
1322,5
1323,5
1324,5
1325,4
1326,3
1327,2
1328,3
1329,3
1330,1
1331,0
1332,4
1333,3
1334,5
1335,5
1336,4
1337,4
1338,3
1339,4
1340,2
1341,1
1342,5
1343,0
1344,0
1345,3
1346,0
1347,5
1348,3
1349,1
1350,0
1351,1
1352,4
1353,3
1354,1
1355,4
1356,5
1357,5
1358,3
1359,3
1360,0
1361,0
1362,0
1363,3
1364,2
1365,2
1366,5
1367,3
1368,5
1369,3
1370,2
1371,5
1372,1
1373,5
1374,2
1375,1
1376,5
1377,3
1378,4
1379,2
1380,5
1381,1
1382,5
1383,3
1384,3
1385,3
1386,1
1387,5
1388,3
1389,0
1390,5
1391,5
1392,5
1393,3
1394,5
1395,3
1396,0
1397,5
1398,4
1399,1
1400,1
1401,1
1402,3
1403,3
1404,4
1405,2
1406,4
1407,1
1408,5
1409,1
1410,1
1411,4
1412,4
1413,4
1414,1
1415,3
1416,2
1417,3
1418,0
1419,5
1420,3
1421,3
1422,1
1423,2
1424,4
1425,1
1426,2
1427,1
1428,1
1429,5
1430,3
1431,3
1432,5
1433,5
1434,0
1435,3
1436,0
1437,3
1438,5
1439,1
1440,4
1441,3
1442,4
1443,1
1444,5
1445,4
1446,1
1447,5
1448,5
1449,5
1450,5
1451,1
1452,2
1453,1
1454,4
1455,5
1456,5
1457,3
1458,4
1459,3
1460,5
1461,1
1462,3
1463,1
1464,4
1465,1
1466,5
1467,1
1468,0
1469,3
1470,1
1471,5
1472,3
1473,5
1474,5
1475,1
1476,4
1477,1
1478,5
1479,3
1480,1
1481,1
1482,5
1483,3
1484,1
1485,1
1486,5
1487,5
1488,5
1489,5
1490,4
1491,4
1492,4
1493,3
1494,0
1495,3
1496,2
1497,2
1498,3
1499,1
1500,1
1501,4
1502,5
1503,5
1504,4
1505,5
1506,3
1507,3
1508,5
1509,5
1510,3
1511,3
1512,3
1513,3
1514,2
1515,3
1516,0
1517,3
1518,4
1519,3
1520,3
1521,0
1522,5
1523,3
1524,3
1525,4
1526,3
1527,1
1528,3
1529,4
1530,3
1531,1
1532,1
1533,1
1534,1
1535,5
1536,5
1537,3
1538,2
1539,5
1540,1
1541,3
1542,1
1543,1
1544,5
1545,5
1546,5
1547,5
1548,5
1549,1
1550,5
1551,1
1552,1
1553,3
1554,4
1555,3
1556,5
1557,3
1558,5
1559,5
1560,5
1561,1
1562,5
1563,3
1564,5
1565,1
1566,1
1567,4
1568,4
1569,3
1570,4
1571,5
1572,5
1573,3
1574,1
1575,3
1576,3
1577,3
1578,5
1579,5
1580,2
1581,2
1582,3
1583,0
1584,2
1585,0
1586,0
1587,5
1588,1
1589,1
1590,5
1591,1
1592,3
1593,1
1594,2
1595,3
1596,5
1597,3
1598,2
1599,2
1600,0
1601,0
1602,4
1603,3
1604,1
1605,4
1606,2
1607,4
1608,3
1609,0
1610,5
